country,technology,year,spending_usd_ppp_millions
Estonia,Wind,2014,0.264
Estonia,Wind,2020,0.0
Estonia,Wind,2021,0.0
Estonia,Wind,2024,0.0
Finland,Biofuels,1990,2.001
Finland,Biofuels,1991,2.624
Finland,Biofuels,1992,3.068
Finland,Biofuels,1993,7.952
Finland,Biofuels,1994,9.001
Finland,Biofuels,1995,9.575
Finland,Biofuels,1996,11.983
Finland,Biofuels,1997,19.14
Finland,Biofuels,1998,12.348
Finland,Biofuels,1999,13.755
Finland,Biofuels,2000,15.984
Finland,Biofuels,2001,13.377
Finland,Biofuels,2002,15.314
Finland,Biofuels,2003,17.409
Finland,Biofuels,2004,28.886
Finland,Biofuels,2005,19.668
Finland,Biofuels,2006,52.148
Finland,Biofuels,2007,53.82
Finland,Biofuels,2008,45.798
Finland,Biofuels,2009,34.991
Finland,Biofuels,2010,55.968
Finland,Biofuels,2011,73.481
Finland,Biofuels,2012,39.37
Finland,Biofuels,2013,36.069
Finland,Biofuels,2014,32.319
Finland,Biofuels,2015,42.705
Finland,Biofuels,2016,28.273
Finland,Biofuels,2017,23.157
Finland,Biofuels,2018,34.962
Finland,Biofuels,2019,19.924
Finland,Biofuels,2020,16.378
Finland,Biofuels,2021,13.614
Finland,Biofuels,2022,11.513
Finland,Biofuels,2023,9.544
Finland,CO2 capture & storage,1990,0.0
Finland,CO2 capture & storage,1991,0.0
Finland,CO2 capture & storage,1992,0.0
Finland,CO2 capture & storage,1993,0.0
Finland,CO2 capture & storage,1994,0.0
Finland,CO2 capture & storage,1995,0.0
Finland,CO2 capture & storage,1996,0.0
Finland,CO2 capture & storage,1997,0.0
Finland,CO2 capture & storage,1999,0.0
Finland,CO2 capture & storage,2000,0.0
Finland,CO2 capture & storage,2001,0.0
Finland,CO2 capture & storage,2002,0.0
Finland,CO2 capture & storage,2003,0.0
Finland,CO2 capture & storage,2004,0.0
Finland,CO2 capture & storage,2005,0.0
Finland,CO2 capture & storage,2006,0.0
Finland,CO2 capture & storage,2007,0.0
Finland,CO2 capture & storage,2008,0.0
Finland,CO2 capture & storage,2009,0.0
Finland,CO2 capture & storage,2010,0.0
Finland,CO2 capture & storage,2011,0.0
Finland,CO2 capture & storage,2012,0.0
Finland,CO2 capture & storage,2013,0.0
Finland,CO2 capture & storage,2014,0.0
Finland,CO2 capture & storage,2015,0.0
Finland,CO2 capture & storage,2016,0.0
Finland,CO2 capture & storage,2017,0.0
Finland,CO2 capture & storage,2018,0.0
Finland,CO2 capture & storage,2019,0.0
Finland,CO2 capture & storage,2020,0.0
Finland,Geothermal,1990,0.0
Finland,Geothermal,1991,0.0
Finland,Geothermal,1992,0.0
Finland,Geothermal,1993,0.0
Finland,Geothermal,1994,0.0
Finland,Geothermal,1995,0.0
Finland,Geothermal,1996,0.0
Finland,Geothermal,1997,0.0
Finland,Geothermal,1998,0.0
Finland,Geothermal,2000,0.0
Finland,Geothermal,2002,0.0
Finland,Geothermal,2003,0.0
Finland,Geothermal,2004,0.0
Finland,Geothermal,2005,0.0
Finland,Geothermal,2006,0.0
Finland,Geothermal,2007,0.0
Finland,Geothermal,2008,0.0
Finland,Geothermal,2010,0.0
Finland,Geothermal,2011,0.0
Finland,Geothermal,2012,0.0
Finland,Geothermal,2013,0.0
Finland,Geothermal,2021,0.969
Finland,Geothermal,2022,1.478
Finland,Geothermal,2023,1.509
Finland,Hydro,1990,0.0
Finland,Hydro,1991,0.0
Finland,Hydro,1992,0.119
Finland,Hydro,1993,0.321
Finland,Hydro,1994,0.085
Finland,Hydro,1995,0.0
Finland,Hydro,1996,0.058
Finland,Hydro,1997,0.725
Finland,Hydro,1998,1.549
Finland,Hydro,1999,0.635
Finland,Hydro,2000,0.698
Finland,Hydro,2001,1.307
Finland,Hydro,2002,0.098
Finland,Hydro,2003,16.302
Finland,Hydro,2004,1.794
Finland,Hydro,2005,0.093
Finland,Hydro,2006,0.0
Finland,Hydro,2007,0.0
Finland,Hydro,2008,1.13
Finland,Hydro,2009,5.644
Finland,Hydro,2010,1.859
Finland,Hydro,2011,0.0
Finland,Hydro,2012,5.944
Finland,Hydro,2013,4.631
Finland,Hydro,2014,7.009
Finland,Hydro,2015,0.44
Finland,Hydro,2016,15.237
Finland,Hydro,2017,13.159
Finland,Hydro,2018,0.771
Finland,Hydro,2019,0.126
Finland,Hydro,2020,0.078
Finland,Hydro,2021,0.334
Finland,Hydro,2022,0.331
Finland,Hydro,2023,0.175
Finland,Hydrogen & fuel cells,2004,0.0
Finland,Hydrogen & fuel cells,2005,0.0
Finland,Hydrogen & fuel cells,2006,0.0
Finland,Hydrogen & fuel cells,2007,0.0
Finland,Hydrogen & fuel cells,2008,0.0
Finland,Hydrogen & fuel cells,2009,0.0
Finland,Hydrogen & fuel cells,2010,0.0
Finland,Hydrogen & fuel cells,2011,0.0
Finland,Hydrogen & fuel cells,2012,0.0
Finland,Hydrogen & fuel cells,2013,0.0
Finland,Hydrogen & fuel cells,2014,0.0
Finland,Hydrogen & fuel cells,2015,0.0
Finland,Hydrogen & fuel cells,2016,0.0
Finland,Hydrogen & fuel cells,2017,0.0
Finland,Hydrogen & fuel cells,2018,0.0
Finland,Hydrogen & fuel cells,2019,0.0
Finland,Hydrogen & fuel cells,2020,0.0
Finland,Hydrogen & fuel cells,2021,2.887
Finland,Hydrogen & fuel cells,2022,6.704
Finland,Hydrogen & fuel cells,2023,15.34
Finland,Nuclear,1990,17.769
Finland,Nuclear,1991,17.378
Finland,Nuclear,1992,17.29
Finland,Nuclear,1993,16.458
Finland,Nuclear,1994,14.013
Finland,Nuclear,1995,13.691
Finland,Nuclear,1996,17.176
Finland,Nuclear,1997,16.958
Finland,Nuclear,1998,16.698
Finland,Nuclear,1999,20.818
Finland,Nuclear,2000,15.343
Finland,Nuclear,2001,13.772
Finland,Nuclear,2002,14.272
Finland,Nuclear,2003,14.431
Finland,Nuclear,2004,17.236
Finland,Nuclear,2005,19.014
Finland,Nuclear,2006,28.984
Finland,Nuclear,2007,21.614
Finland,Nuclear,2008,20.282
Finland,Nuclear,2009,24.69
Finland,Nuclear,2010,27.652
Finland,Nuclear,2011,33.131
Finland,Nuclear,2012,25.975
Finland,Nuclear,2013,24.515
Finland,Nuclear,2014,24.343
Finland,Nuclear,2015,34.088
Finland,Nuclear,2016,25.529
Finland,Nuclear,2017,55.063
Finland,Nuclear,2018,32.939
Finland,Nuclear,2019,33.317
Finland,Nuclear,2020,33.15
Finland,Nuclear,2021,27.186
Finland,Nuclear,2022,25.55
Finland,Nuclear,2023,23.081
Finland,Ocean,1990,0.0
Finland,Ocean,1991,0.0
Finland,Ocean,1992,0.0
Finland,Ocean,1993,0.0
Finland,Ocean,1994,0.0
Finland,Ocean,1995,0.0
Finland,Ocean,1996,0.0
Finland,Ocean,1997,0.0
Finland,Ocean,1998,0.0
Finland,Ocean,2000,0.0
Finland,Ocean,2002,0.0
Finland,Ocean,2003,0.0
Finland,Ocean,2004,0.0
Finland,Ocean,2005,0.0
Finland,Ocean,2006,0.0
Finland,Ocean,2007,0.0
Finland,Ocean,2008,0.0
Finland,Ocean,2010,0.0
Finland,Ocean,2011,0.0
Finland,Ocean,2012,0.0
Finland,Ocean,2013,0.0
Finland,Ocean,2021,0.0
Finland,Ocean,2022,0.0
Finland,Ocean,2023,0.0
Finland,Solar,1990,1.594
Finland,Solar,1991,0.154
Finland,Solar,1992,0.328
Finland,Solar,1993,0.935
Finland,Solar,1994,1.36
Finland,Solar,1995,0.903
Finland,Solar,1996,1.148
Finland,Solar,1997,2.242
Finland,Solar,1998,1.373
Finland,Solar,1999,3.383
Finland,Solar,2000,0.387
Finland,Solar,2001,0.383
Finland,Solar,2002,0.891
Finland,Solar,2003,0.179
Finland,Solar,2004,0.876
Finland,Solar,2005,0.369
Finland,Solar,2006,1.99
Finland,Solar,2007,2.276
Finland,Solar,2008,4.713
Finland,Solar,2009,12.943
Finland,Solar,2010,4.598
Finland,Solar,2011,6.358
Finland,Solar,2012,11.522
Finland,Solar,2013,33.798
Finland,Solar,2014,8.915
Finland,Solar,2015,10.724
Finland,Solar,2016,6.077
Finland,Solar,2017,8.879
Finland,Solar,2018,10.834
Finland,Solar,2019,9.472
Finland,Solar,2020,7.622
Finland,Solar,2021,6.45
Finland,Solar,2022,3.828
Finland,Solar,2023,1.719
Finland,Wind,1990,1.008
Finland,Wind,1991,0.965
Finland,Wind,1992,0.513
Finland,Wind,1993,1.057
Finland,Wind,1994,0.828
Finland,Wind,1995,1.04
Finland,Wind,1996,1.393
Finland,Wind,1997,1.374
Finland,Wind,1998,1.889
Finland,Wind,1999,1.373
Finland,Wind,2000,0.735
Finland,Wind,2001,1.404
Finland,Wind,2002,3.117
Finland,Wind,2003,4.251
Finland,Wind,2004,2.898
Finland,Wind,2005,1.755
Finland,Wind,2006,5.319
Finland,Wind,2007,5.427
Finland,Wind,2008,10.98
Finland,Wind,2009,22.277
Finland,Wind,2010,9.243
Finland,Wind,2011,18.278
Finland,Wind,2012,4.376
Finland,Wind,2013,6.947
Finland,Wind,2014,3.028
Finland,Wind,2015,4.137
Finland,Wind,2016,2.62
Finland,Wind,2017,14.704
Finland,Wind,2018,17.271
Finland,Wind,2019,2.052
Finland,Wind,2020,2.579
Finland,Wind,2021,2.983
Finland,Wind,2022,1.965
Finland,Wind,2023,2.417
France,Biofuels,1985,30.182
France,Biofuels,1986,25.525
France,Biofuels,1987,12.402
France,Biofuels,1988,10.408
France,Biofuels,1989,4.82
France,Biofuels,1990,6.913
France,Biofuels,1991,5.995
France,Biofuels,1992,4.666
France,Biofuels,1993,1.484
France,Biofuels,1994,2.724
France,Biofuels,1995,3.622
France,Biofuels,1996,3.61
France,Biofuels,1997,1.84
France,Biofuels,1998,3.508
France,Biofuels,1999,8.915
France,Biofuels,2000,6.449
France,Biofuels,2001,5.237
France,Biofuels,2002,13.057
France,Biofuels,2003,11.032
France,Biofuels,2004,16.42
France,Biofuels,2005,29.283
France,Biofuels,2006,58.464
France,Biofuels,2007,77.711
France,Biofuels,2008,114.564
France,Biofuels,2009,231.726
France,Biofuels,2010,138.001
France,Biofuels,2011,164.145
France,Biofuels,2012,162.278
France,Biofuels,2013,209.268
France,Biofuels,2014,208.414
France,Biofuels,2015,187.531
France,Biofuels,2016,161.426
France,Biofuels,2017,117.292
France,Biofuels,2018,108.963
France,Biofuels,2019,113.158
France,Biofuels,2020,109.178
France,Biofuels,2021,105.87
France,Biofuels,2022,99.534
France,Biofuels,2023,85.536
France,Biofuels,2024,114.301
France,CO2 capture & storage,1985,0.0
France,CO2 capture & storage,1986,0.0
France,CO2 capture & storage,1987,0.0
France,CO2 capture & storage,1988,0.0
France,CO2 capture & storage,1989,0.0
France,CO2 capture & storage,1990,0.0
France,CO2 capture & storage,1993,0.0
France,CO2 capture & storage,1994,0.0
France,CO2 capture & storage,1995,0.0
France,CO2 capture & storage,1996,0.0
France,CO2 capture & storage,1997,0.0
France,CO2 capture & storage,1998,0.0
France,CO2 capture & storage,1999,0.0
France,CO2 capture & storage,2000,0.0
France,CO2 capture & storage,2001,0.0
France,CO2 capture & storage,2002,7.481
France,CO2 capture & storage,2003,8.442
France,CO2 capture & storage,2004,15.653
France,CO2 capture & storage,2005,25.641
France,CO2 capture & storage,2006,66.582
France,CO2 capture & storage,2007,70.586
France,CO2 capture & storage,2008,75.375
France,CO2 capture & storage,2009,165.892
France,CO2 capture & storage,2010,145.07
France,CO2 capture & storage,2011,108.319
France,CO2 capture & storage,2012,81.351
France,CO2 capture & storage,2013,78.14
France,CO2 capture & storage,2014,61.289
France,CO2 capture & storage,2015,51.91
France,CO2 capture & storage,2016,36.63
France,CO2 capture & storage,2017,30.631
France,CO2 capture & storage,2018,35.379
France,CO2 capture & storage,2019,43.255
France,CO2 capture & storage,2020,53.006
France,CO2 capture & storage,2021,62.369
France,CO2 capture & storage,2022,72.853
France,CO2 capture & storage,2023,59.122
France,CO2 capture & storage,2024,59.867
France,Geothermal,1985,7.612
France,Geothermal,1986,5.811
France,Geothermal,1987,5.212
France,Geothermal,1988,3.861
France,Geothermal,1989,3.636
France,Geothermal,1990,5.338
France,Geothermal,1991,4.159
France,Geothermal,1992,4.555
France,Geothermal,1993,4.126
France,Geothermal,1994,2.759
France,Geothermal,1995,2.735
France,Geothermal,1996,2.104
France,Geothermal,1997,1.84
France,Geothermal,1998,0.792
France,Geothermal,1999,2.744
France,Geothermal,2000,1.557
France,Geothermal,2001,8.291
France,Geothermal,2002,10.533
France,Geothermal,2003,15.82
France,Geothermal,2004,14.363
France,Geothermal,2005,16.906
France,Geothermal,2006,7.43
France,Geothermal,2007,10.278
France,Geothermal,2008,9.929
France,Geothermal,2009,18.878
France,Geothermal,2010,1.225
France,Geothermal,2011,8.28
France,Geothermal,2012,6.595
France,Geothermal,2013,8.874
France,Geothermal,2014,9.808
France,Geothermal,2015,15.103
France,Geothermal,2016,11.011
France,Geothermal,2017,10.094
France,Geothermal,2018,17.04
France,Geothermal,2019,16.321
France,Geothermal,2020,22.145
France,Geothermal,2021,17.019
France,Geothermal,2022,16.933
France,Geothermal,2023,17.623
France,Geothermal,2024,13.228
France,Hydro,1985,0.316
France,Hydro,1986,0.085
France,Hydro,1987,0.673
France,Hydro,1988,0.325
France,Hydro,1989,0.79
France,Hydro,1990,0.615
France,Hydro,1991,0.713
France,Hydro,1992,0.513
France,Hydro,1993,0.724
France,Hydro,1994,0.035
France,Hydro,1995,0.177
France,Hydro,1996,0.14
France,Hydro,1997,0.0
France,Hydro,1998,0.104
France,Hydro,1999,1.372
France,Hydro,2000,0.067
France,Hydro,2001,0.218
France,Hydro,2002,0.0
France,Hydro,2003,0.0
France,Hydro,2004,0.0
France,Hydro,2005,0.0
France,Hydro,2006,1.894
France,Hydro,2007,1.572
France,Hydro,2008,8.057
France,Hydro,2009,8.642
France,Hydro,2010,3.601
France,Hydro,2011,4.628
France,Hydro,2012,7.505
France,Hydro,2013,5.642
France,Hydro,2014,4.916
France,Hydro,2015,7.074
France,Hydro,2016,5.658
France,Hydro,2017,5.523
France,Hydro,2018,5.017
France,Hydro,2019,3.408
France,Hydro,2020,5.696
France,Hydro,2021,5.954
France,Hydro,2022,3.651
France,Hydro,2023,3.396
France,Hydro,2024,5.691
France,Hydrogen & fuel cells,2002,86.907
France,Hydrogen & fuel cells,2003,104.096
France,Hydrogen & fuel cells,2004,104.443
France,Hydrogen & fuel cells,2005,207.559
France,Hydrogen & fuel cells,2006,219.152
France,Hydrogen & fuel cells,2007,240.282
France,Hydrogen & fuel cells,2008,235.732
France,Hydrogen & fuel cells,2009,205.106
France,Hydrogen & fuel cells,2010,152.023
France,Hydrogen & fuel cells,2011,140.337
France,Hydrogen & fuel cells,2012,108.69
France,Hydrogen & fuel cells,2013,132.203
France,Hydrogen & fuel cells,2014,108.603
France,Hydrogen & fuel cells,2015,96.788
France,Hydrogen & fuel cells,2016,90.408
France,Hydrogen & fuel cells,2017,86.9
France,Hydrogen & fuel cells,2018,87.92
France,Hydrogen & fuel cells,2019,93.595
France,Hydrogen & fuel cells,2020,113.541
France,Hydrogen & fuel cells,2021,129.513
France,Hydrogen & fuel cells,2022,286.643
France,Hydrogen & fuel cells,2023,473.479
France,Hydrogen & fuel cells,2024,500.981
France,Nuclear,1978,1372.468
France,Nuclear,1979,1515.365
France,Nuclear,1980,1532.585
France,Nuclear,1981,1549.192
France,Nuclear,1982,1536.041
France,Nuclear,1983,1534.868
France,Nuclear,1984,1577.361
France,Nuclear,1985,1595.606
France,Nuclear,1986,1392.502
France,Nuclear,1987,1331.074
France,Nuclear,1988,1179.699
France,Nuclear,1989,1080.082
France,Nuclear,1990,993.905
France,Nuclear,1991,1002.028
France,Nuclear,1992,932.086
France,Nuclear,1993,948.603
France,Nuclear,1994,888.111
France,Nuclear,1995,1062.919
France,Nuclear,1996,1008.485
France,Nuclear,1997,1019.123
France,Nuclear,1998,1101.708
France,Nuclear,1999,1268.964
France,Nuclear,2000,1162.975
France,Nuclear,2001,800.752
France,Nuclear,2002,1247.289
France,Nuclear,2003,1253.045
France,Nuclear,2004,1235.522
France,Nuclear,2005,1187.76
France,Nuclear,2006,1130.568
France,Nuclear,2007,1139.34
France,Nuclear,2008,1182.884
France,Nuclear,2009,1150.24
France,Nuclear,2010,1086.379
France,Nuclear,2011,1207.625
France,Nuclear,2012,1342.705
France,Nuclear,2013,1344.987
France,Nuclear,2014,1230.151
France,Nuclear,2015,1179.476
France,Nuclear,2016,1081.605
France,Nuclear,2017,1149.538
France,Nuclear,2018,1162.888
France,Nuclear,2019,1300.752
France,Nuclear,2020,1280.813
France,Nuclear,2021,1590.779
France,Nuclear,2022,1427.719
France,Nuclear,2023,1597.949
France,Nuclear,2024,1671.867
France,Ocean,1988,0.0
France,Ocean,1989,0.0
France,Ocean,1990,0.0
France,Ocean,1991,0.0
France,Ocean,1993,0.0
France,Ocean,1994,0.0
France,Ocean,1996,0.0
France,Ocean,1997,0.0
France,Ocean,1998,0.0
France,Ocean,1999,0.0
France,Ocean,2000,0.0
France,Ocean,2001,0.0
France,Ocean,2002,0.396
France,Ocean,2003,2.476
France,Ocean,2004,2.532
France,Ocean,2005,2.851
France,Ocean,2006,0.523
France,Ocean,2007,0.931
France,Ocean,2008,0.068
France,Ocean,2009,6.841
France,Ocean,2010,4.621
France,Ocean,2011,15.893
France,Ocean,2012,21.627
France,Ocean,2013,18.519
France,Ocean,2014,13.153
France,Ocean,2015,20.7
France,Ocean,2016,15.478
France,Ocean,2017,18.749
France,Ocean,2018,21.928
France,Ocean,2019,17.848
France,Ocean,2020,13.409
France,Ocean,2021,24.481
France,Ocean,2022,17.404
France,Ocean,2023,17.115
France,Ocean,2024,18.105
France,Solar,1985,19.37
France,Solar,1986,12.054
France,Solar,1987,5.634
France,Solar,1988,4.389
France,Solar,1989,7.427
France,Solar,1990,4.454
France,Solar,1991,4.685
France,Solar,1992,4.702
France,Solar,1993,4.705
France,Solar,1994,4.622
France,Solar,1995,3.799
France,Solar,1996,3.47
France,Solar,1997,2.118
France,Solar,1998,3.337
France,Solar,1999,9.943
France,Solar,2000,17.567
France,Solar,2001,20.073
France,Solar,2002,59.98
France,Solar,2003,39.055
France,Solar,2004,51.09
France,Solar,2005,75.205
France,Solar,2006,87.95
France,Solar,2007,112.411
France,Solar,2008,122.43
France,Solar,2009,159.901
France,Solar,2010,148.198
France,Solar,2011,174.287
France,Solar,2012,173.891
France,Solar,2013,182.27
France,Solar,2014,177.235
France,Solar,2015,174.098
France,Solar,2016,161.704
France,Solar,2017,135.619
France,Solar,2018,131.0
France,Solar,2019,111.645
France,Solar,2020,130.529
France,Solar,2021,127.592
France,Solar,2022,131.719
France,Solar,2023,129.356
France,Solar,2024,130.861
France,Wind,1985,4.054
France,Wind,1986,1.29
France,Wind,1987,2.101
France,Wind,1988,0.936
France,Wind,1989,0.435
France,Wind,1990,0.461
France,Wind,1991,0.787
France,Wind,1992,1.47
France,Wind,1993,0.65
France,Wind,1994,0.895
France,Wind,1995,0.638
France,Wind,1996,1.051
France,Wind,1997,0.59
France,Wind,1998,0.86
France,Wind,1999,5.144
France,Wind,2000,3.558
France,Wind,2001,5.455
France,Wind,2002,5.878
France,Wind,2003,6.407
France,Wind,2004,6.649
France,Wind,2005,4.61
France,Wind,2006,7.332
France,Wind,2007,7.177
France,Wind,2008,8.013
France,Wind,2009,2.158
France,Wind,2010,26.035
France,Wind,2011,19.702
France,Wind,2012,18.772
France,Wind,2013,27.443
France,Wind,2014,20.391
France,Wind,2015,26.204
France,Wind,2016,26.688
France,Wind,2017,19.046
France,Wind,2018,19.602
France,Wind,2019,34.715
France,Wind,2020,30.036
France,Wind,2021,76.733
France,Wind,2022,187.812
France,Wind,2023,127.597
France,Wind,2024,60.375
Germany,Biofuels,1974,0.0
Germany,Biofuels,1975,0.0
Germany,Biofuels,1976,0.0
Germany,Biofuels,1977,2.248
Germany,Biofuels,1978,3.476
Germany,Biofuels,1979,0.0
Germany,Biofuels,1981,4.72
Germany,Biofuels,1982,7.227
Germany,Biofuels,1983,5.768
Germany,Biofuels,1984,3.425
Germany,Biofuels,1985,1.001
Germany,Biofuels,1986,1.947
Germany,Biofuels,1987,2.396
Germany,Biofuels,1988,0.314
Germany,Biofuels,1990,4.316
Germany,Biofuels,1991,11.929
Germany,Biofuels,1992,22.934
Germany,Biofuels,1993,23.798
Germany,Biofuels,1994,12.375
Germany,Biofuels,1995,3.438
Germany,Biofuels,1996,5.705
Germany,Biofuels,1997,10.131
Germany,Biofuels,1998,13.567
Germany,Biofuels,1999,4.003
Germany,Biofuels,2000,14.677
Germany,Biofuels,2001,8.712
Germany,Biofuels,2002,22.975
Germany,Biofuels,2003,15.886
Germany,Biofuels,2004,8.378
Germany,Biofuels,2005,22.008
Germany,Biofuels,2006,26.644
Germany,Biofuels,2007,30.353
Germany,Biofuels,2008,35.005
Germany,Biofuels,2009,53.928
Germany,Biofuels,2010,56.256
Germany,Biofuels,2011,77.614
Germany,Biofuels,2012,63.718
Germany,Biofuels,2013,63.362
Germany,Biofuels,2014,62.527
Germany,Biofuels,2015,63.137
Germany,Biofuels,2016,66.635
Germany,Biofuels,2017,57.66
Germany,Biofuels,2018,49.3
Germany,Biofuels,2019,68.75
Germany,Biofuels,2020,82.261
Germany,Biofuels,2021,105.208
Germany,Biofuels,2022,69.522
Germany,Biofuels,2023,62.902
Germany,CO2 capture & storage,1974,0.0
Germany,CO2 capture & storage,1975,0.0
Germany,CO2 capture & storage,1976,0.0
Germany,CO2 capture & storage,1977,0.0
Germany,CO2 capture & storage,1978,0.0
Germany,CO2 capture & storage,1979,0.0
Germany,CO2 capture & storage,1980,0.0
Germany,CO2 capture & storage,1981,0.0
Germany,CO2 capture & storage,1982,0.0
Germany,CO2 capture & storage,1983,0.0
Germany,CO2 capture & storage,1984,0.0
Germany,CO2 capture & storage,1985,0.0
Germany,CO2 capture & storage,1986,0.0
Germany,CO2 capture & storage,1987,0.0
Germany,CO2 capture & storage,1988,0.0
Germany,CO2 capture & storage,1989,0.0
Germany,CO2 capture & storage,1992,0.0
Germany,CO2 capture & storage,1993,0.0
Germany,CO2 capture & storage,1995,0.0
Germany,CO2 capture & storage,1996,0.0
Germany,CO2 capture & storage,1997,0.0
Germany,CO2 capture & storage,1998,0.0
Germany,CO2 capture & storage,1999,0.0
Germany,CO2 capture & storage,2000,0.0
Germany,CO2 capture & storage,2001,0.0
Germany,CO2 capture & storage,2002,0.0
Germany,CO2 capture & storage,2003,0.0
Germany,CO2 capture & storage,2004,9.4
Germany,CO2 capture & storage,2005,8.371
Germany,CO2 capture & storage,2006,0.0
Germany,CO2 capture & storage,2007,0.0
Germany,CO2 capture & storage,2008,5.744
Germany,CO2 capture & storage,2009,25.584
Germany,CO2 capture & storage,2010,25.156
Germany,CO2 capture & storage,2011,10.672
Germany,CO2 capture & storage,2012,31.851
Germany,CO2 capture & storage,2013,30.671
Germany,CO2 capture & storage,2014,19.464
Germany,CO2 capture & storage,2015,13.345
Germany,CO2 capture & storage,2016,31.065
Germany,CO2 capture & storage,2017,32.94
Germany,CO2 capture & storage,2018,73.243
Germany,CO2 capture & storage,2019,9.303
Germany,CO2 capture & storage,2020,42.456
Germany,CO2 capture & storage,2021,53.245
Germany,CO2 capture & storage,2022,68.636
Germany,CO2 capture & storage,2023,60.111
Germany,Geothermal,1974,0.253
Germany,Geothermal,1975,0.961
Germany,Geothermal,1976,4.64
Germany,Geothermal,1977,4.501
Germany,Geothermal,1978,19.555
Germany,Geothermal,1979,14.791
Germany,Geothermal,1980,29.596
Germany,Geothermal,1981,26.435
Germany,Geothermal,1982,30.718
Germany,Geothermal,1983,14.511
Germany,Geothermal,1984,18.828
Germany,Geothermal,1985,21.01
Germany,Geothermal,1986,2.594
Germany,Geothermal,1987,3.992
Germany,Geothermal,1988,2.987
Germany,Geothermal,1989,4.151
Germany,Geothermal,1990,8.332
Germany,Geothermal,1991,8.688
Germany,Geothermal,1992,6.164
Germany,Geothermal,1993,5.473
Germany,Geothermal,1994,6.584
Germany,Geothermal,1995,4.274
Germany,Geothermal,1996,4.792
Germany,Geothermal,1997,4.213
Germany,Geothermal,1998,3.73
Germany,Geothermal,1999,3.706
Germany,Geothermal,2000,5.081
Germany,Geothermal,2001,15.681
Germany,Geothermal,2002,21.472
Germany,Geothermal,2003,24.147
Germany,Geothermal,2004,12.357
Germany,Geothermal,2005,22.201
Germany,Geothermal,2006,28.993
Germany,Geothermal,2007,30.011
Germany,Geothermal,2008,14.954
Germany,Geothermal,2009,27.391
Germany,Geothermal,2010,19.405
Germany,Geothermal,2011,34.926
Germany,Geothermal,2012,39.787
Germany,Geothermal,2013,32.072
Germany,Geothermal,2014,28.6
Germany,Geothermal,2015,24.196
Germany,Geothermal,2016,22.41
Germany,Geothermal,2017,29.038
Germany,Geothermal,2018,26.57
Germany,Geothermal,2019,23.462
Germany,Geothermal,2020,25.616
Germany,Geothermal,2021,40.321
Germany,Geothermal,2022,39.919
Germany,Geothermal,2023,22.779
Germany,Hydro,1974,0.0
Germany,Hydro,1975,0.0
Germany,Hydro,1976,0.0
Germany,Hydro,1977,0.0
Germany,Hydro,1978,0.0
Germany,Hydro,1979,0.0
Germany,Hydro,1981,0.0
Germany,Hydro,1982,0.0
Germany,Hydro,1983,0.0
Germany,Hydro,1984,0.0
Germany,Hydro,1985,0.0
Germany,Hydro,1986,0.0
Germany,Hydro,1987,0.0
Germany,Hydro,1988,0.0
Germany,Hydro,1990,0.0
Germany,Hydro,1991,0.0
Germany,Hydro,1993,0.0
Germany,Hydro,1996,0.0
Germany,Hydro,1997,0.0
Germany,Hydro,1998,0.0
Germany,Hydro,1999,0.268
Germany,Hydro,2000,0.0
Germany,Hydro,2001,0.0
Germany,Hydro,2002,0.0
Germany,Hydro,2003,0.635
Germany,Hydro,2004,0.0
Germany,Hydro,2005,0.135
Germany,Hydro,2006,0.529
Germany,Hydro,2007,0.377
Germany,Hydro,2008,0.393
Germany,Hydro,2009,0.0
Germany,Hydro,2010,1.495
Germany,Hydro,2011,2.911
Germany,Hydro,2012,1.869
Germany,Hydro,2013,2.331
Germany,Hydro,2014,2.226
Germany,Hydro,2015,3.042
Germany,Hydro,2016,3.588
Germany,Hydro,2017,3.786
Germany,Hydro,2018,2.423
Germany,Hydro,2019,2.901
Germany,Hydro,2020,3.767
Germany,Hydro,2021,1.51
Germany,Hydro,2022,0.478
Germany,Hydro,2023,0.357
Germany,Hydrogen & fuel cells,2004,54.917
Germany,Hydrogen & fuel cells,2005,45.997
Germany,Hydrogen & fuel cells,2006,52.974
Germany,Hydrogen & fuel cells,2007,63.099
Germany,Hydrogen & fuel cells,2008,48.627
Germany,Hydrogen & fuel cells,2009,47.263
Germany,Hydrogen & fuel cells,2010,50.21
Germany,Hydrogen & fuel cells,2011,53.554
Germany,Hydrogen & fuel cells,2012,36.005
Germany,Hydrogen & fuel cells,2013,50.309
Germany,Hydrogen & fuel cells,2014,41.508
Germany,Hydrogen & fuel cells,2015,35.699
Germany,Hydrogen & fuel cells,2016,27.534
Germany,Hydrogen & fuel cells,2017,38.6
Germany,Hydrogen & fuel cells,2018,47.633
Germany,Hydrogen & fuel cells,2019,76.655
Germany,Hydrogen & fuel cells,2020,100.254
Germany,Hydrogen & fuel cells,2021,252.725
Germany,Hydrogen & fuel cells,2022,467.607
Germany,Hydrogen & fuel cells,2023,470.338
Germany,Nuclear,1974,2121.645
Germany,Nuclear,1975,2379.19
Germany,Nuclear,1976,2326.231
Germany,Nuclear,1977,2488.007
Germany,Nuclear,1978,2361.567
Germany,Nuclear,1979,2475.41
Germany,Nuclear,1980,2517.719
Germany,Nuclear,1981,2783.498
Germany,Nuclear,1982,3857.313
