country,technology,year,pub_count
Austria,Hydrogen,2021,124
Austria,Hydrogen,2022,131
Austria,Hydrogen,2023,255
Austria,Hydrogen,2024,225
Belgium,Hydrogen,1978,1
Belgium,Hydrogen,1979,3
Belgium,Hydrogen,1980,4
Belgium,Hydrogen,1982,2
Belgium,Hydrogen,1983,3
Belgium,Hydrogen,1985,3
Belgium,Hydrogen,1986,5
Belgium,Hydrogen,1987,2
Belgium,Hydrogen,1988,1
Belgium,Hydrogen,1991,1
Belgium,Hydrogen,1996,2
Belgium,Hydrogen,2000,2
Belgium,Hydrogen,2001,1
Belgium,Hydrogen,2002,3
Belgium,Hydrogen,2003,3
Belgium,Hydrogen,2004,3
Belgium,Hydrogen,2005,4
Belgium,Hydrogen,2006,9
Belgium,Hydrogen,2007,10
Belgium,Hydrogen,2008,16
Belgium,Hydrogen,2009,17
Belgium,Hydrogen,2010,23
Belgium,Hydrogen,2011,32
Belgium,Hydrogen,2012,34
Belgium,Hydrogen,2013,35
Belgium,Hydrogen,2014,39
Belgium,Hydrogen,2015,47
Belgium,Hydrogen,2016,51
Belgium,Hydrogen,2017,80
Belgium,Hydrogen,2018,93
Belgium,Hydrogen,2019,113
Belgium,Hydrogen,2020,148
Belgium,Hydrogen,2021,175
Belgium,Hydrogen,2022,231
Belgium,Hydrogen,2023,367
Belgium,Hydrogen,2024,337
Brazil,Hydrogen,1976,1
Brazil,Hydrogen,1981,1
Brazil,Hydrogen,1982,2
Brazil,Hydrogen,1988,1
Brazil,Hydrogen,1990,1
Brazil,Hydrogen,1992,1
Brazil,Hydrogen,1993,1
Brazil,Hydrogen,1997,2
Brazil,Hydrogen,1998,2
Brazil,Hydrogen,2000,1
Brazil,Hydrogen,2001,2
Brazil,Hydrogen,2002,3
Brazil,Hydrogen,2003,8
Brazil,Hydrogen,2004,5
Brazil,Hydrogen,2005,14
Brazil,Hydrogen,2006,12
Brazil,Hydrogen,2007,19
Brazil,Hydrogen,2008,40
Brazil,Hydrogen,2009,37
Brazil,Hydrogen,2010,49
Brazil,Hydrogen,2011,49
Brazil,Hydrogen,2012,78
Brazil,Hydrogen,2013,89
Brazil,Hydrogen,2014,132
Brazil,Hydrogen,2015,168
Brazil,Hydrogen,2016,184
Brazil,Hydrogen,2017,222
Brazil,Hydrogen,2018,208
Brazil,Hydrogen,2019,264
Brazil,Hydrogen,2020,298
Brazil,Hydrogen,2021,358
Brazil,Hydrogen,2022,417
Brazil,Hydrogen,2023,667
Brazil,Hydrogen,2024,615
Canada,Hydrogen,1974,1
Canada,Hydrogen,1977,1
Canada,Hydrogen,1978,2
Canada,Hydrogen,1979,4
Canada,Hydrogen,1980,4
Canada,Hydrogen,1981,9
Canada,Hydrogen,1982,4
Canada,Hydrogen,1983,6
Canada,Hydrogen,1984,7
Canada,Hydrogen,1985,10
Canada,Hydrogen,1986,6
Canada,Hydrogen,1987,4
Canada,Hydrogen,1988,4
Canada,Hydrogen,1989,2
Canada,Hydrogen,1990,4
Canada,Hydrogen,1991,6
Canada,Hydrogen,1992,5
Canada,Hydrogen,1993,3
Canada,Hydrogen,1994,5
Canada,Hydrogen,1995,6
Canada,Hydrogen,1996,5
Canada,Hydrogen,1997,10
Canada,Hydrogen,1998,7
Canada,Hydrogen,1999,9
Canada,Hydrogen,2000,7
Canada,Hydrogen,2001,4
Canada,Hydrogen,2002,14
Canada,Hydrogen,2003,11
Canada,Hydrogen,2004,23
Canada,Hydrogen,2005,38
Canada,Hydrogen,2006,41
Canada,Hydrogen,2007,33
Canada,Hydrogen,2008,80
Canada,Hydrogen,2009,109
Canada,Hydrogen,2010,108
Canada,Hydrogen,2011,147
Canada,Hydrogen,2012,149
Canada,Hydrogen,2013,157
Canada,Hydrogen,2014,172
Canada,Hydrogen,2015,178
Canada,Hydrogen,2016,221
Canada,Hydrogen,2017,235
Canada,Hydrogen,2018,255
Canada,Hydrogen,2019,265
Canada,Hydrogen,2020,383
Canada,Hydrogen,2021,495
Canada,Hydrogen,2022,536
Canada,Hydrogen,2023,751
Canada,Hydrogen,2024,832
Chile,Hydrogen,1980,1
Chile,Hydrogen,1993,1
Chile,Hydrogen,1998,2
Chile,Hydrogen,2005,1
Chile,Hydrogen,2008,2
Chile,Hydrogen,2009,2
Chile,Hydrogen,2010,5
Chile,Hydrogen,2011,6
Chile,Hydrogen,2012,11
Chile,Hydrogen,2013,7
Chile,Hydrogen,2014,5
Chile,Hydrogen,2015,15
Chile,Hydrogen,2016,14
Chile,Hydrogen,2017,23
Chile,Hydrogen,2018,27
Chile,Hydrogen,2019,34
Chile,Hydrogen,2020,41
Chile,Hydrogen,2021,54
Chile,Hydrogen,2022,67
Chile,Hydrogen,2023,145
Chile,Hydrogen,2024,173
Czech Republic,Hydrogen,1984,1
Czech Republic,Hydrogen,1985,1
Czech Republic,Hydrogen,1992,1
Czech Republic,Hydrogen,1996,1
Czech Republic,Hydrogen,2001,1
Czech Republic,Hydrogen,2003,1
Czech Republic,Hydrogen,2004,1
Czech Republic,Hydrogen,2005,5
Czech Republic,Hydrogen,2006,1
Czech Republic,Hydrogen,2007,7
Czech Republic,Hydrogen,2008,3
Czech Republic,Hydrogen,2009,12
Czech Republic,Hydrogen,2010,11
Czech Republic,Hydrogen,2011,14
Czech Republic,Hydrogen,2012,13
Czech Republic,Hydrogen,2013,17
Czech Republic,Hydrogen,2014,25
Czech Republic,Hydrogen,2015,33
Czech Republic,Hydrogen,2016,51
Czech Republic,Hydrogen,2017,61
Czech Republic,Hydrogen,2018,68
Czech Republic,Hydrogen,2019,73
Czech Republic,Hydrogen,2020,115
Czech Republic,Hydrogen,2021,132
Czech Republic,Hydrogen,2022,160
Czech Republic,Hydrogen,2023,257
Czech Republic,Hydrogen,2024,288
Denmark,Hydrogen,1982,1
Denmark,Hydrogen,1983,1
Denmark,Hydrogen,1984,1
Denmark,Hydrogen,1985,1
Denmark,Hydrogen,1986,2
Denmark,Hydrogen,1987,1
Denmark,Hydrogen,1989,1
Denmark,Hydrogen,1990,1
Denmark,Hydrogen,1992,2
Denmark,Hydrogen,1995,1
Denmark,Hydrogen,1998,2
Denmark,Hydrogen,2000,1
Denmark,Hydrogen,2001,1
Denmark,Hydrogen,2002,4
Denmark,Hydrogen,2004,2
Denmark,Hydrogen,2005,11
Denmark,Hydrogen,2006,13
Denmark,Hydrogen,2007,12
Denmark,Hydrogen,2008,20
Denmark,Hydrogen,2009,11
Denmark,Hydrogen,2010,18
Denmark,Hydrogen,2011,21
Denmark,Hydrogen,2012,38
Denmark,Hydrogen,2013,47
Denmark,Hydrogen,2014,71
Denmark,Hydrogen,2015,50
Denmark,Hydrogen,2016,71
Denmark,Hydrogen,2017,92
Denmark,Hydrogen,2018,119
Denmark,Hydrogen,2019,123
Denmark,Hydrogen,2020,181
Denmark,Hydrogen,2021,221
Denmark,Hydrogen,2022,300
Denmark,Hydrogen,2023,392
Denmark,Hydrogen,2024,370
Estonia,Hydrogen,2006,2
Estonia,Hydrogen,2010,1
Estonia,Hydrogen,2012,4
Estonia,Hydrogen,2013,5
Estonia,Hydrogen,2014,2
Estonia,Hydrogen,2015,5
Estonia,Hydrogen,2016,6
Estonia,Hydrogen,2017,6
Estonia,Hydrogen,2018,3
Estonia,Hydrogen,2019,8
Estonia,Hydrogen,2020,12
Estonia,Hydrogen,2021,24
Estonia,Hydrogen,2022,24
Estonia,Hydrogen,2023,49
Estonia,Hydrogen,2024,30
Finland,Hydrogen,1983,1
Finland,Hydrogen,1984,3
Finland,Hydrogen,1985,1
Finland,Hydrogen,1987,1
Finland,Hydrogen,1991,1
Finland,Hydrogen,1993,1
Finland,Hydrogen,1998,1
Finland,Hydrogen,1999,1
Finland,Hydrogen,2001,1
Finland,Hydrogen,2002,1
Finland,Hydrogen,2005,1
Finland,Hydrogen,2006,6
Finland,Hydrogen,2007,4
Finland,Hydrogen,2008,9
Finland,Hydrogen,2009,4
Finland,Hydrogen,2010,11
Finland,Hydrogen,2011,14
Finland,Hydrogen,2012,25
Finland,Hydrogen,2013,14
Finland,Hydrogen,2014,18
Finland,Hydrogen,2015,35
Finland,Hydrogen,2016,39
Finland,Hydrogen,2017,36
Finland,Hydrogen,2018,55
Finland,Hydrogen,2019,90
Finland,Hydrogen,2020,95
Finland,Hydrogen,2021,164
Finland,Hydrogen,2022,149
Finland,Hydrogen,2023,224
Finland,Hydrogen,2024,228
France,Hydrogen,1975,1
France,Hydrogen,1976,1
France,Hydrogen,1977,1
France,Hydrogen,1979,5
France,Hydrogen,1980,4
France,Hydrogen,1981,5
France,Hydrogen,1982,9
France,Hydrogen,1983,2
France,Hydrogen,1984,4
France,Hydrogen,1985,6
France,Hydrogen,1986,3
France,Hydrogen,1987,4
France,Hydrogen,1988,7
France,Hydrogen,1989,1
France,Hydrogen,1990,4
France,Hydrogen,1991,3
France,Hydrogen,1992,6
France,Hydrogen,1993,2
France,Hydrogen,1994,3
France,Hydrogen,1995,4
France,Hydrogen,1996,3
France,Hydrogen,1997,4
France,Hydrogen,1998,5
France,Hydrogen,1999,8
France,Hydrogen,2000,4
France,Hydrogen,2001,20
France,Hydrogen,2002,18
France,Hydrogen,2003,13
France,Hydrogen,2004,24
France,Hydrogen,2005,35
France,Hydrogen,2006,54
France,Hydrogen,2007,76
France,Hydrogen,2008,92
France,Hydrogen,2009,91
France,Hydrogen,2010,99
France,Hydrogen,2011,108
France,Hydrogen,2012,152
France,Hydrogen,2013,148
France,Hydrogen,2014,192
France,Hydrogen,2015,229
France,Hydrogen,2016,249
France,Hydrogen,2017,311
France,Hydrogen,2018,345
France,Hydrogen,2019,477
France,Hydrogen,2020,620
France,Hydrogen,2021,585
France,Hydrogen,2022,692
France,Hydrogen,2023,1359
France,Hydrogen,2024,1260
Germany,Hydrogen,1974,1
Germany,Hydrogen,1975,3
Germany,Hydrogen,1976,2
Germany,Hydrogen,1977,1
Germany,Hydrogen,1978,6
Germany,Hydrogen,1979,4
Germany,Hydrogen,1980,6
Germany,Hydrogen,1981,1
Germany,Hydrogen,1982,8
Germany,Hydrogen,1983,7
Germany,Hydrogen,1984,8
Germany,Hydrogen,1985,4
Germany,Hydrogen,1986,7
Germany,Hydrogen,1987,7
Germany,Hydrogen,1988,12
Germany,Hydrogen,1989,9
Germany,Hydrogen,1990,7
Germany,Hydrogen,1991,5
Germany,Hydrogen,1992,9
Germany,Hydrogen,1993,6
Germany,Hydrogen,1994,18
Germany,Hydrogen,1995,8
Germany,Hydrogen,1996,10
Germany,Hydrogen,1997,6
Germany,Hydrogen,1998,16
Germany,Hydrogen,1999,11
Germany,Hydrogen,2000,13
Germany,Hydrogen,2001,18
Germany,Hydrogen,2002,16
Germany,Hydrogen,2003,20
Germany,Hydrogen,2004,25
Germany,Hydrogen,2005,40
Germany,Hydrogen,2006,44
Germany,Hydrogen,2007,40
Germany,Hydrogen,2008,64
Germany,Hydrogen,2009,92
Germany,Hydrogen,2010,98
Germany,Hydrogen,2011,109
Germany,Hydrogen,2012,132
Germany,Hydrogen,2013,187
Germany,Hydrogen,2014,205
Germany,Hydrogen,2015,280
Germany,Hydrogen,2016,322
Germany,Hydrogen,2017,363
Germany,Hydrogen,2018,427
Germany,Hydrogen,2019,565
Germany,Hydrogen,2020,756
Germany,Hydrogen,2021,919
Germany,Hydrogen,2022,1095
Germany,Hydrogen,2023,1780
Germany,Hydrogen,2024,1757
Greece,Hydrogen,1980,1
Greece,Hydrogen,1984,1
Greece,Hydrogen,1986,1
Greece,Hydrogen,1987,1
Greece,Hydrogen,1989,1
Greece,Hydrogen,1991,2
Greece,Hydrogen,1992,3
Greece,Hydrogen,1998,1
Greece,Hydrogen,2001,3
Greece,Hydrogen,2002,3
Greece,Hydrogen,2003,3
Greece,Hydrogen,2004,7
Greece,Hydrogen,2005,6
Greece,Hydrogen,2006,9
Greece,Hydrogen,2007,14
Greece,Hydrogen,2008,21
Greece,Hydrogen,2009,21
Greece,Hydrogen,2010,24
Greece,Hydrogen,2011,23
Greece,Hydrogen,2012,27
Greece,Hydrogen,2013,26
Greece,Hydrogen,2014,40
Greece,Hydrogen,2015,46
Greece,Hydrogen,2016,52
Greece,Hydrogen,2017,60
Greece,Hydrogen,2018,57
Greece,Hydrogen,2019,80
Greece,Hydrogen,2020,92
Greece,Hydrogen,2021,114
Greece,Hydrogen,2022,134
Greece,Hydrogen,2023,251
Greece,Hydrogen,2024,222
Hungary,Hydrogen,1980,1
Hungary,Hydrogen,1982,1
Hungary,Hydrogen,1985,1
Hungary,Hydrogen,1986,1
Hungary,Hydrogen,1987,1
Hungary,Hydrogen,1992,2
Hungary,Hydrogen,1993,1
Hungary,Hydrogen,1995,1
Hungary,Hydrogen,1997,1
Hungary,Hydrogen,2000,1
Hungary,Hydrogen,2001,1
Hungary,Hydrogen,2002,1
Hungary,Hydrogen,2003,2
Hungary,Hydrogen,2004,5
Hungary,Hydrogen,2005,3
Hungary,Hydrogen,2006,1
Hungary,Hydrogen,2007,8
Hungary,Hydrogen,2008,4
Hungary,Hydrogen,2009,7
Hungary,Hydrogen,2010,5
Hungary,Hydrogen,2011,5
Hungary,Hydrogen,2012,20
Hungary,Hydrogen,2013,12
Hungary,Hydrogen,2014,28
Hungary,Hydrogen,2015,28
Hungary,Hydrogen,2016,28
Hungary,Hydrogen,2017,25
Hungary,Hydrogen,2018,41
Hungary,Hydrogen,2019,54
Hungary,Hydrogen,2020,54
Hungary,Hydrogen,2021,69
Hungary,Hydrogen,2022,97
Hungary,Hydrogen,2023,181
Hungary,Hydrogen,2024,154
Ireland,Hydrogen,1979,1
Ireland,Hydrogen,1980,1
Ireland,Hydrogen,1981,1
Ireland,Hydrogen,1986,1
Ireland,Hydrogen,1995,1
Ireland,Hydrogen,1996,2
Ireland,Hydrogen,2002,1
Ireland,Hydrogen,2003,1
Ireland,Hydrogen,2004,1
Ireland,Hydrogen,2005,1
Ireland,Hydrogen,2006,2
Ireland,Hydrogen,2007,4
Ireland,Hydrogen,2008,8
Ireland,Hydrogen,2009,5
Ireland,Hydrogen,2010,8
Ireland,Hydrogen,2011,12
Ireland,Hydrogen,2012,14
Ireland,Hydrogen,2013,20
Ireland,Hydrogen,2014,20
Ireland,Hydrogen,2015,24
Ireland,Hydrogen,2016,26
Ireland,Hydrogen,2017,27
Ireland,Hydrogen,2018,36
Ireland,Hydrogen,2019,43
Ireland,Hydrogen,2020,82
Ireland,Hydrogen,2021,82
Ireland,Hydrogen,2022,92
Ireland,Hydrogen,2023,115
Ireland,Hydrogen,2024,114
Italy,Hydrogen,1975,1
Italy,Hydrogen,1977,3
Italy,Hydrogen,1979,1
Italy,Hydrogen,1980,7
Italy,Hydrogen,1981,3
Italy,Hydrogen,1982,4
Italy,Hydrogen,1983,1
Italy,Hydrogen,1984,2
Italy,Hydrogen,1985,4
Italy,Hydrogen,1986,5
Italy,Hydrogen,1987,1
Italy,Hydrogen,1988,1
Italy,Hydrogen,1989,1
Italy,Hydrogen,1990,1
Italy,Hydrogen,1991,2
Italy,Hydrogen,1992,2
Italy,Hydrogen,1993,4
Italy,Hydrogen,1994,4
Italy,Hydrogen,1995,6
Italy,Hydrogen,1996,4
Italy,Hydrogen,1997,4
Italy,Hydrogen,1998,7
Italy,Hydrogen,1999,8
Italy,Hydrogen,2000,6
Italy,Hydrogen,2001,6
Italy,Hydrogen,2002,7
Italy,Hydrogen,2003,7
Italy,Hydrogen,2004,18
Italy,Hydrogen,2005,26
Italy,Hydrogen,2006,37
Italy,Hydrogen,2007,36
Italy,Hydrogen,2008,64
Italy,Hydrogen,2009,88
Italy,Hydrogen,2010,91
Italy,Hydrogen,2011,117
Italy,Hydrogen,2012,115
Italy,Hydrogen,2013,144
Italy,Hydrogen,2014,161
Italy,Hydrogen,2015,231
Italy,Hydrogen,2016,242
Italy,Hydrogen,2017,277
Italy,Hydrogen,2018,333
Italy,Hydrogen,2019,405
Italy,Hydrogen,2020,580
Italy,Hydrogen,2021,650
Italy,Hydrogen,2022,754
Italy,Hydrogen,2023,1322
Italy,Hydrogen,2024,1222
Japan,Hydrogen,1974,2
Japan,Hydrogen,1975,4
Japan,Hydrogen,1976,5
Japan,Hydrogen,1977,2
Japan,Hydrogen,1978,3
Japan,Hydrogen,1979,8
Japan,Hydrogen,1980,6
Japan,Hydrogen,1981,15
Japan,Hydrogen,1982,16
Japan,Hydrogen,1983,20
Japan,Hydrogen,1984,16
Japan,Hydrogen,1985,8
Japan,Hydrogen,1986,18
Japan,Hydrogen,1987,13
Japan,Hydrogen,1988,12
Japan,Hydrogen,1989,13
Japan,Hydrogen,1990,17
Japan,Hydrogen,1991,14
Japan,Hydrogen,1992,23
Japan,Hydrogen,1993,10
Japan,Hydrogen,1994,15
Japan,Hydrogen,1995,21
Japan,Hydrogen,1996,18
Japan,Hydrogen,1997,19
Japan,Hydrogen,1998,42
Japan,Hydrogen,1999,34
Japan,Hydrogen,2000,40
Japan,Hydrogen,2001,52
Japan,Hydrogen,2002,74
Japan,Hydrogen,2003,85
Japan,Hydrogen,2004,128
Japan,Hydrogen,2005,123
Japan,Hydrogen,2006,145
Japan,Hydrogen,2007,199
Japan,Hydrogen,2008,199
Japan,Hydrogen,2009,181
Japan,Hydrogen,2010,210
Japan,Hydrogen,2011,300
Japan,Hydrogen,2012,249
Japan,Hydrogen,2013,256
Japan,Hydrogen,2014,291
Japan,Hydrogen,2015,384
Japan,Hydrogen,2016,409
Japan,Hydrogen,2017,420
Japan,Hydrogen,2018,402
Japan,Hydrogen,2019,520
Japan,Hydrogen,2020,589
Japan,Hydrogen,2021,572
Japan,Hydrogen,2022,736
Japan,Hydrogen,2023,989
Japan,Hydrogen,2024,1068
Korea,Hydrogen,1975,1
Korea,Hydrogen,1980,1
Korea,Hydrogen,1982,3
Korea,Hydrogen,1986,1
Korea,Hydrogen,1991,1
Korea,Hydrogen,1993,1
Korea,Hydrogen,1995,2
Korea,Hydrogen,1998,2
Korea,Hydrogen,2001,5
Korea,Hydrogen,2002,15
Korea,Hydrogen,2003,11
Korea,Hydrogen,2004,18
Korea,Hydrogen,2005,31
Korea,Hydrogen,2006,54
Korea,Hydrogen,2007,75
Korea,Hydrogen,2008,113
Korea,Hydrogen,2009,106
Korea,Hydrogen,2010,111
Korea,Hydrogen,2011,179
Korea,Hydrogen,2012,205
Korea,Hydrogen,2013,240
Korea,Hydrogen,2014,245
Korea,Hydrogen,2015,241
Korea,Hydrogen,2016,229
Korea,Hydrogen,2017,289
Korea,Hydrogen,2018,325
Korea,Hydrogen,2019,399
Korea,Hydrogen,2020,550
Korea,Hydrogen,2021,689
Korea,Hydrogen,2022,903
Korea,Hydrogen,2023,1469
Korea,Hydrogen,2024,1501
Latvia,Hydrogen,2000,2
Latvia,Hydrogen,2009,4
Latvia,Hydrogen,2010,5
Latvia,Hydrogen,2011,4
Latvia,Hydrogen,2012,3
Latvia,Hydrogen,2013,9
Latvia,Hydrogen,2014,3
Latvia,Hydrogen,2015,11
Latvia,Hydrogen,2016,7
Latvia,Hydrogen,2017,6
Latvia,Hydrogen,2018,6
Latvia,Hydrogen,2019,15
Latvia,Hydrogen,2020,12
Latvia,Hydrogen,2021,22
Latvia,Hydrogen,2022,34
Latvia,Hydrogen,2023,83
Latvia,Hydrogen,2024,58
Lithuania,Hydrogen,1997,1
Lithuania,Hydrogen,2004,2
Lithuania,Hydrogen,2005,1
Lithuania,Hydrogen,2006,1
Lithuania,Hydrogen,2007,1
Lithuania,Hydrogen,2009,3
Lithuania,Hydrogen,2010,1
Lithuania,Hydrogen,2011,5
Lithuania,Hydrogen,2012,6
Lithuania,Hydrogen,2013,8
Lithuania,Hydrogen,2014,12
Lithuania,Hydrogen,2015,10
Lithuania,Hydrogen,2016,13
Lithuania,Hydrogen,2017,4
Lithuania,Hydrogen,2018,11
Lithuania,Hydrogen,2019,17
Lithuania,Hydrogen,2020,34
Lithuania,Hydrogen,2021,21
Lithuania,Hydrogen,2022,30
Lithuania,Hydrogen,2023,85
Lithuania,Hydrogen,2024,75
Luxembourg,Hydrogen,2011,1
Luxembourg,Hydrogen,2012,2
Luxembourg,Hydrogen,2013,1
Luxembourg,Hydrogen,2015,3
Luxembourg,Hydrogen,2017,3
Luxembourg,Hydrogen,2018,4
Luxembourg,Hydrogen,2019,3
Luxembourg,Hydrogen,2020,4
Luxembourg,Hydrogen,2021,9
Luxembourg,Hydrogen,2022,14
Luxembourg,Hydrogen,2023,19
Luxembourg,Hydrogen,2024,31
Mexico,Hydrogen,1990,1
Mexico,Hydrogen,1996,2
Mexico,Hydrogen,1997,1
Mexico,Hydrogen,1998,3
Mexico,Hydrogen,2001,1
Mexico,Hydrogen,2002,4
Mexico,Hydrogen,2003,2
Mexico,Hydrogen,2004,6
Mexico,Hydrogen,2005,5
Mexico,Hydrogen,2006,3
Mexico,Hydrogen,2007,12
Mexico,Hydrogen,2008,15
Mexico,Hydrogen,2009,16
Mexico,Hydrogen,2010,23
Mexico,Hydrogen,2011,28
Mexico,Hydrogen,2012,39
Mexico,Hydrogen,2013,49
Mexico,Hydrogen,2014,58
Mexico,Hydrogen,2015,71
Mexico,Hydrogen,2016,80
Mexico,Hydrogen,2017,99
Mexico,Hydrogen,2018,118
Mexico,Hydrogen,2019,158
Mexico,Hydrogen,2020,167
Mexico,Hydrogen,2021,194
Mexico,Hydrogen,2022,251
Mexico,Hydrogen,2023,330
Mexico,Hydrogen,2024,353
Netherlands,Hydrogen,1975,1
Netherlands,Hydrogen,1978,3
Netherlands,Hydrogen,1979,1
Netherlands,Hydrogen,1980,1
Netherlands,Hydrogen,1981,3
Netherlands,Hydrogen,1982,2
Netherlands,Hydrogen,1983,3
Netherlands,Hydrogen,1984,1
Netherlands,Hydrogen,1985,3
Netherlands,Hydrogen,1986,9
Netherlands,Hydrogen,1987,5
Netherlands,Hydrogen,1988,6
Netherlands,Hydrogen,1989,3
Netherlands,Hydrogen,1990,1
Netherlands,Hydrogen,1991,4
Netherlands,Hydrogen,1992,12
Netherlands,Hydrogen,1993,5
Netherlands,Hydrogen,1994,2
Netherlands,Hydrogen,1995,5
Netherlands,Hydrogen,1996,8
Netherlands,Hydrogen,1997,4
Netherlands,Hydrogen,1998,3
Netherlands,Hydrogen,1999,1
Netherlands,Hydrogen,2000,4
Netherlands,Hydrogen,2001,3
Netherlands,Hydrogen,2002,14
Netherlands,Hydrogen,2003,16
Netherlands,Hydrogen,2004,24
Netherlands,Hydrogen,2005,26
Netherlands,Hydrogen,2006,29
Netherlands,Hydrogen,2007,42
Netherlands,Hydrogen,2008,46
Netherlands,Hydrogen,2009,61
Netherlands,Hydrogen,2010,67
Netherlands,Hydrogen,2011,59
Netherlands,Hydrogen,2012,44
Netherlands,Hydrogen,2013,55
Netherlands,Hydrogen,2014,81
Netherlands,Hydrogen,2015,133
Netherlands,Hydrogen,2016,148
Netherlands,Hydrogen,2017,182
Netherlands,Hydrogen,2018,187
Netherlands,Hydrogen,2019,268
Netherlands,Hydrogen,2020,334
Netherlands,Hydrogen,2021,357
Netherlands,Hydrogen,2022,416
Netherlands,Hydrogen,2023,553
Netherlands,Hydrogen,2024,564
New Zealand,Hydrogen,1984,1
New Zealand,Hydrogen,1986,1
New Zealand,Hydrogen,1989,1
New Zealand,Hydrogen,1996,1
New Zealand,Hydrogen,1998,2
New Zealand,Hydrogen,2002,1
New Zealand,Hydrogen,2004,3
New Zealand,Hydrogen,2005,1
New Zealand,Hydrogen,2006,1
New Zealand,Hydrogen,2007,1
New Zealand,Hydrogen,2008,4
New Zealand,Hydrogen,2009,4
New Zealand,Hydrogen,2010,6
New Zealand,Hydrogen,2011,8
New Zealand,Hydrogen,2012,6
New Zealand,Hydrogen,2013,11
New Zealand,Hydrogen,2014,8
New Zealand,Hydrogen,2015,18
New Zealand,Hydrogen,2016,22
New Zealand,Hydrogen,2017,19
New Zealand,Hydrogen,2018,26
New Zealand,Hydrogen,2019,37
New Zealand,Hydrogen,2020,40
New Zealand,Hydrogen,2021,53
New Zealand,Hydrogen,2022,47
New Zealand,Hydrogen,2023,84
New Zealand,Hydrogen,2024,104
Norway,Hydrogen,1995,2
Norway,Hydrogen,1996,1
Norway,Hydrogen,1997,2
Norway,Hydrogen,1998,3
Norway,Hydrogen,1999,1
Norway,Hydrogen,2002,3
Norway,Hydrogen,2004,3
Norway,Hydrogen,2005,8
Norway,Hydrogen,2006,7
Norway,Hydrogen,2007,6
Norway,Hydrogen,2008,7
Norway,Hydrogen,2009,14
Norway,Hydrogen,2010,16
Norway,Hydrogen,2011,21
Norway,Hydrogen,2012,25
Norway,Hydrogen,2013,19
Norway,Hydrogen,2014,27
Norway,Hydrogen,2015,19
Norway,Hydrogen,2016,38
Norway,Hydrogen,2017,52
Norway,Hydrogen,2018,81
Norway,Hydrogen,2019,91
Norway,Hydrogen,2020,151
Norway,Hydrogen,2021,185
Norway,Hydrogen,2022,189
Norway,Hydrogen,2023,289
Norway,Hydrogen,2024,261
Poland,Hydrogen,1976,1
Poland,Hydrogen,1987,1
Poland,Hydrogen,1991,1
Poland,Hydrogen,1997,3
Poland,Hydrogen,1999,1
